recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
1,2) $100 - $200,119.35,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,97.26,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
2,"6) $750 - $1,000",766.77,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,1) $0 - $100,98.88,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
10,2) $100 - $200,187.81,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,2) $100 - $200,180.03,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,139.32,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,5) $500 - $750,539.35,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
4,"6) $750 - $1,000",776.0,1,0,Rural,1,Phone,No E-Mail,1,0,0.0
2,1) $0 - $100,42.73,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
6,3) $200 - $350,223.9,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
7,1) $0 - $100,56.12,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
6,4) $350 - $500,392.43,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
7,1) $0 - $100,77.16,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,219.3,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
2,4) $350 - $500,412.55,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
4,1) $0 - $100,92.92,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
8,3) $200 - $350,212.75,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,5) $500 - $750,540.55,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
3,1) $0 - $100,45.91,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
7,2) $100 - $200,111.0,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
5,4) $350 - $500,419.67,1,0,Urban,1,Multichannel,No E-Mail,1,0,0.0
1,1) $0 - $100,73.49,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
6,3) $200 - $350,232.65,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
9,3) $200 - $350,203.68,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
4,4) $350 - $500,471.47,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
1,4) $350 - $500,372.58,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
3,2) $100 - $200,179.92,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
3,2) $100 - $200,199.38,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
1,4) $350 - $500,393.14,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,"6) $750 - $1,000",876.66,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
10,3) $200 - $350,330.42,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
12,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
5,2) $100 - $200,168.1,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
11,2) $100 - $200,194.38,0,1,Urban,0,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,65.24,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
8,5) $500 - $750,562.1,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
12,1) $0 - $100,72.22,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
9,3) $200 - $350,220.93,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
8,1) $0 - $100,34.1,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,188.55,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
4,2) $100 - $200,187.59,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
1,1) $0 - $100,54.24,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
4,3) $200 - $350,274.61,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
11,2) $100 - $200,103.94,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8,1) $0 - $100,44.94,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
9,2) $100 - $200,193.98,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
4,3) $200 - $350,226.59,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
6,1) $0 - $100,31.37,0,1,Urban,1,Web,No E-Mail,0,0,0.0
1,3) $200 - $350,243.63,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
11,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,113.71,0,1,Surburban,0,Web,No E-Mail,1,0,0.0
9,2) $100 - $200,196.18,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
1,3) $200 - $350,337.33,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
8,4) $350 - $500,386.27,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,317.9,1,1,Rural,0,Web,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
9,1) $0 - $100,98.72,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",751.25,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,2) $100 - $200,184.21,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,38.96,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
8,2) $100 - $200,144.8,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,53.45,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,38.07,1,0,Urban,1,Web,No E-Mail,0,0,0.0
7,1) $0 - $100,54.15,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
3,2) $100 - $200,151.78,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
4,5) $500 - $750,679.93,0,1,Urban,1,Phone,Mens E-Mail,1,0,0.0
7,2) $100 - $200,134.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
7,3) $200 - $350,268.74,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,5) $500 - $750,542.07,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
4,"6) $750 - $1,000",782.39,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
1,3) $200 - $350,218.04,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
5,3) $200 - $350,317.88,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
5,3) $200 - $350,323.52,1,1,Rural,0,Web,No E-Mail,1,0,0.0
10,1) $0 - $100,68.44,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
10,3) $200 - $350,309.03,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
10,1) $0 - $100,31.65,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
1,5) $500 - $750,566.36,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
2,5) $500 - $750,627.94,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
1,2) $100 - $200,148.1,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
5,4) $350 - $500,438.33,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
5,1) $0 - $100,51.77,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,36.73,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
6,2) $100 - $200,162.1,0,1,Urban,0,Web,No E-Mail,0,0,0.0
8,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,196.89,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,70.97,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,32.93,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
10,5) $500 - $750,563.12,1,0,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
11,1) $0 - $100,63.07,1,0,Surburban,0,Web,Womens E-Mail,1,0,0.0
7,4) $350 - $500,436.93,0,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
2,5) $500 - $750,584.09,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
7,3) $200 - $350,330.31,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,58.44,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
9,4) $350 - $500,385.55,1,0,Urban,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,60.1,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,5) $500 - $750,538.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
3,2) $100 - $200,108.49,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
3,3) $200 - $350,266.98,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
6,3) $200 - $350,271.47,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,0.0
3,5) $500 - $750,611.37,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
8,3) $200 - $350,280.1,1,1,Urban,0,Web,Womens E-Mail,1,0,0.0
10,2) $100 - $200,154.7,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
11,4) $350 - $500,402.08,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
2,2) $100 - $200,199.7,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,160.15,1,0,Urban,0,Web,No E-Mail,0,0,0.0
8,4) $350 - $500,362.31,0,1,Urban,1,Web,No E-Mail,0,0,0.0
9,2) $100 - $200,127.34,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
3,3) $200 - $350,267.7,1,0,Surburban,1,Web,Womens E-Mail,1,0,0.0
4,2) $100 - $200,130.6,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,48.0,0,1,Urban,1,Web,No E-Mail,0,0,0.0
5,1) $0 - $100,30.18,0,1,Rural,0,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,82.59,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,2) $100 - $200,196.62,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
9,2) $100 - $200,124.96,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
6,3) $200 - $350,242.9,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
8,3) $200 - $350,279.03,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
7,2) $100 - $200,196.47,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
7,5) $500 - $750,535.16,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
10,3) $200 - $350,222.95,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0
2,2) $100 - $200,150.53,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
4,3) $200 - $350,273.06,1,1,Rural,1,Web,Womens E-Mail,1,0,0.0
2,1) $0 - $100,45.81,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,53.59,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,346.55,1,1,Surburban,1,Web,Mens E-Mail,1,0,0.0
9,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
6,3) $200 - $350,295.61,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
10,5) $500 - $750,748.54,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
4,2) $100 - $200,141.95,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
11,2) $100 - $200,199.63,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
6,5) $500 - $750,591.88,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
4,2) $100 - $200,152.21,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
10,4) $350 - $500,442.04,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
9,5) $500 - $750,678.45,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
2,4) $350 - $500,378.08,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
3,3) $200 - $350,250.43,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
3,1) $0 - $100,31.95,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8,2) $100 - $200,187.69,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
2,3) $200 - $350,341.8,1,0,Rural,0,Web,No E-Mail,1,0,0.0
7,1) $0 - $100,55.07,1,0,Urban,1,Web,No E-Mail,0,0,0.0
7,5) $500 - $750,648.11,1,1,Urban,1,Multichannel,Womens E-Mail,1,0,0.0
3,3) $200 - $350,211.31,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,367.0,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
2,3) $200 - $350,296.57,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
10,4) $350 - $500,350.42,1,1,Surburban,0,Phone,No E-Mail,1,0,0.0
1,1) $0 - $100,75.28,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
12,3) $200 - $350,239.61,0,1,Urban,1,Web,No E-Mail,0,0,0.0
5,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,0,0,0.0
2,3) $200 - $350,250.51,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
6,2) $100 - $200,134.85,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
2,4) $350 - $500,483.92,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
3,4) $350 - $500,390.62,1,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,69.76,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
8,3) $200 - $350,299.88,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,3) $200 - $350,240.66,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,2) $100 - $200,154.87,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
12,1) $0 - $100,30.39,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,89.9,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
10,2) $100 - $200,179.41,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
7,1) $0 - $100,69.62,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
3,5) $500 - $750,523.23,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
10,2) $100 - $200,149.88,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
6,1) $0 - $100,43.74,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
10,4) $350 - $500,420.1,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
6,4) $350 - $500,352.63,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
6,2) $100 - $200,123.71,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,4) $350 - $500,432.09,1,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
2,3) $200 - $350,255.5,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,1,0,0.0
8,3) $200 - $350,219.26,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
11,2) $100 - $200,151.33,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
11,1) $0 - $100,52.8,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
5,4) $350 - $500,452.39,0,1,Urban,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,81.89,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
4,3) $200 - $350,277.25,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
3,2) $100 - $200,119.4,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,313.03,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
1,"6) $750 - $1,000",969.11,0,1,Urban,1,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
12,2) $100 - $200,115.57,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
5,4) $350 - $500,366.19,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
11,3) $200 - $350,267.1,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,37.85,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,68.79,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
1,4) $350 - $500,367.17,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
1,3) $200 - $350,326.19,0,1,Surburban,0,Web,No E-Mail,1,0,0.0
8,3) $200 - $350,212.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,4) $350 - $500,453.87,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
4,4) $350 - $500,401.55,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
3,1) $0 - $100,48.62,0,1,Rural,1,Web,No E-Mail,0,0,0.0
11,1) $0 - $100,92.06,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,172.42,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,30.97,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
1,2) $100 - $200,180.46,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
1,"7) $1,000 +",1087.17,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
7,3) $200 - $350,273.52,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,347.33,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,50.07,0,1,Urban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,74.41,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
5,2) $100 - $200,131.67,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
8,4) $350 - $500,405.28,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
5,4) $350 - $500,458.37,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
6,2) $100 - $200,103.7,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,37.36,0,1,Rural,1,Web,Mens E-Mail,1,0,0.0
8,1) $0 - $100,96.89,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
9,3) $200 - $350,328.3,0,1,Urban,0,Web,No E-Mail,0,0,0.0
7,3) $200 - $350,219.93,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
7,2) $100 - $200,155.04,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",805.12,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,3) $200 - $350,252.14,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,2) $100 - $200,183.91,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,77.96,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,72.85,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
6,3) $200 - $350,345.9,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
4,3) $200 - $350,311.36,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0
9,1) $0 - $100,61.52,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
4,"6) $750 - $1,000",908.67,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
9,2) $100 - $200,167.65,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
10,"7) $1,000 +",1141.26,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
3,3) $200 - $350,307.26,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
7,2) $100 - $200,145.86,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
5,2) $100 - $200,186.45,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
7,1) $0 - $100,92.92,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
5,4) $350 - $500,431.72,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
12,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
10,2) $100 - $200,180.95,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,85.18,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
4,3) $200 - $350,295.29,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,34.86,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,705.6,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0.0
8,2) $100 - $200,111.77,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
8,5) $500 - $750,668.22,1,1,Urban,1,Phone,Mens E-Mail,1,0,0.0
1,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0
4,1) $0 - $100,84.59,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
11,2) $100 - $200,174.25,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,83.45,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,2) $100 - $200,162.56,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,252.24,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
6,4) $350 - $500,470.67,1,1,Urban,0,Multichannel,Mens E-Mail,1,0,0.0
7,4) $350 - $500,451.64,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,518.32,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
8,1) $0 - $100,59.05,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
4,3) $200 - $350,252.14,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,4) $350 - $500,417.17,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,3) $200 - $350,232.51,0,1,Rural,0,Web,No E-Mail,0,0,0.0
3,"6) $750 - $1,000",981.71,1,1,Rural,1,Web,Mens E-Mail,0,0,0.0
2,4) $350 - $500,438.83,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
2,2) $100 - $200,120.5,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
12,2) $100 - $200,130.33,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,1) $0 - $100,92.82,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
6,3) $200 - $350,202.32,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,3) $200 - $350,258.63,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
8,3) $200 - $350,224.85,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
8,2) $100 - $200,141.33,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
2,"7) $1,000 +",1031.56,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,3) $200 - $350,341.75,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,52.23,1,0,Rural,1,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,50.23,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
4,5) $500 - $750,575.48,0,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
5,3) $200 - $350,205.85,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
4,2) $100 - $200,190.29,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
6,3) $200 - $350,221.54,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
1,3) $200 - $350,340.16,1,1,Surburban,0,Phone,No E-Mail,1,0,0.0
5,4) $350 - $500,460.23,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
9,4) $350 - $500,433.89,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
3,1) $0 - $100,39.47,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
1,1) $0 - $100,81.11,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",834.46,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,4) $350 - $500,377.5,1,0,Urban,0,Web,No E-Mail,1,0,0.0
11,3) $200 - $350,218.83,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
6,3) $200 - $350,289.13,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
7,3) $200 - $350,226.75,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
5,"6) $750 - $1,000",761.67,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
9,1) $0 - $100,68.14,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,42.17,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
4,4) $350 - $500,376.67,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
4,1) $0 - $100,66.28,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
5,3) $200 - $350,279.46,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
8,4) $350 - $500,422.12,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1,4) $350 - $500,394.94,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
9,2) $100 - $200,149.89,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,77.1,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
7,2) $100 - $200,196.55,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
1,2) $100 - $200,154.85,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
